codibge;ano;sexo;Idade;obito
3546900;2024;Mulheres;30 a 34;0
3546900;2024;Mulheres;35 a 39;0
3546900;2024;Mulheres;40 a 44;1
3546900;2024;Mulheres;45 a 49;1
3546900;2024;Mulheres;50 a 54;2
3546900;2024;Mulheres;55 a 59;0
3546900;2024;Mulheres;60 a 64;1
3546900;2024;Mulheres;65 a 69;3
3546900;2024;Mulheres;70 a 74;1
3546900;2024;Mulheres;75 a 79;0
3546900;2024;Mulheres;80 a 84;4
3546900;2024;Mulheres;85 a 89;2
3546900;2024;Mulheres;90 e mais;1
3546900;2024;Mulheres;Idade Ignorada;0
3547007;2024;Mulheres;00 a 04;2
3547007;2024;Mulheres;05 a 09;0
3547007;2024;Mulheres;10 a 14;0
3547007;2024;Mulheres;15 a 19;1
3547007;2024;Mulheres;20 a 24;0
3547007;2024;Mulheres;25 a 29;1
3547007;2024;Mulheres;30 a 34;0
3547007;2024;Mulheres;35 a 39;0
3547007;2024;Mulheres;40 a 44;1
3547007;2024;Mulheres;45 a 49;0
3547007;2024;Mulheres;50 a 54;0
3547007;2024;Mulheres;55 a 59;2
3547007;2024;Mulheres;60 a 64;0
3547007;2024;Mulheres;65 a 69;3
3547007;2024;Mulheres;70 a 74;1
3547007;2024;Mulheres;75 a 79;0
3547007;2024;Mulheres;80 a 84;0
3547007;2024;Mulheres;85 a 89;0
3547007;2024;Mulheres;90 e mais;5
3547007;2024;Mulheres;Idade Ignorada;0
3547106;2024;Mulheres;00 a 04;0
3547106;2024;Mulheres;05 a 09;0
3547106;2024;Mulheres;10 a 14;0
3547106;2024;Mulheres;15 a 19;0
3547106;2024;Mulheres;20 a 24;0
3547106;2024;Mulheres;25 a 29;0
3547106;2024;Mulheres;30 a 34;0
3547106;2024;Mulheres;35 a 39;0
3547106;2024;Mulheres;40 a 44;0
3547106;2024;Mulheres;45 a 49;0
3547106;2024;Mulheres;50 a 54;1
3547106;2024;Mulheres;55 a 59;0
3547106;2024;Mulheres;60 a 64;1
3547106;2024;Mulheres;65 a 69;2
3547106;2024;Mulheres;70 a 74;1
3547106;2024;Mulheres;75 a 79;1
3547106;2024;Mulheres;80 a 84;2
3547106;2024;Mulheres;85 a 89;2
3547106;2024;Mulheres;90 e mais;1
3547106;2024;Mulheres;Idade Ignorada;0
3547304;2024;Mulheres;00 a 04;5
3547304;2024;Mulheres;05 a 09;1
3547304;2024;Mulheres;10 a 14;0
3547304;2024;Mulheres;15 a 19;5
3547304;2024;Mulheres;20 a 24;6
3547304;2024;Mulheres;25 a 29;4
3547304;2024;Mulheres;30 a 34;4
3547304;2024;Mulheres;35 a 39;9
3547304;2024;Mulheres;40 a 44;7
3547304;2024;Mulheres;45 a 49;12
3547304;2024;Mulheres;50 a 54;12
3547304;2024;Mulheres;55 a 59;21
3547304;2024;Mulheres;60 a 64;30
3547304;2024;Mulheres;65 a 69;29
3547304;2024;Mulheres;70 a 74;36
3547304;2024;Mulheres;75 a 79;40
3547304;2024;Mulheres;80 a 84;41
3547304;2024;Mulheres;85 a 89;27
3547304;2024;Mulheres;90 e mais;29
3547304;2024;Mulheres;Idade Ignorada;0
3547403;2024;Mulheres;00 a 04;0
3547403;2024;Mulheres;05 a 09;0
3547403;2024;Mulheres;10 a 14;0
3547403;2024;Mulheres;15 a 19;0
3547403;2024;Mulheres;20 a 24;0
3547403;2024;Mulheres;25 a 29;0
3547403;2024;Mulheres;30 a 34;0
3547403;2024;Mulheres;35 a 39;0
3547403;2024;Mulheres;40 a 44;0
3547403;2024;Mulheres;45 a 49;0
3547403;2024;Mulheres;50 a 54;1
3547403;2024;Mulheres;55 a 59;0
3547403;2024;Mulheres;60 a 64;0
3547403;2024;Mulheres;65 a 69;4
3547403;2024;Mulheres;70 a 74;0
3547403;2024;Mulheres;75 a 79;1
3547403;2024;Mulheres;80 a 84;6
3547403;2024;Mulheres;85 a 89;5
3547403;2024;Mulheres;90 e mais;2
3547403;2024;Mulheres;Idade Ignorada;0
3547502;2024;Mulheres;00 a 04;1
3547502;2024;Mulheres;05 a 09;0
3547502;2024;Mulheres;10 a 14;2
3547502;2024;Mulheres;15 a 19;0
3547502;2024;Mulheres;20 a 24;0
3547502;2024;Mulheres;25 a 29;2
3547502;2024;Mulheres;30 a 34;0
3547502;2024;Mulheres;35 a 39;2
3547502;2024;Mulheres;40 a 44;0
3547502;2024;Mulheres;45 a 49;2
3547502;2024;Mulheres;50 a 54;6
3547502;2024;Mulheres;55 a 59;11
3547502;2024;Mulheres;60 a 64;7
3547502;2024;Mulheres;65 a 69;12
3547502;2024;Mulheres;70 a 74;10
3547502;2024;Mulheres;75 a 79;12
3547502;2024;Mulheres;80 a 84;13
3547502;2024;Mulheres;85 a 89;23
3547502;2024;Mulheres;90 e mais;29
3547502;2024;Mulheres;Idade Ignorada;0
3547601;2024;Mulheres;00 a 04;1
3547601;2024;Mulheres;05 a 09;0
3547601;2024;Mulheres;10 a 14;0
3547601;2024;Mulheres;15 a 19;0
3547601;2024;Mulheres;20 a 24;0
3547601;2024;Mulheres;25 a 29;0
3547601;2024;Mulheres;30 a 34;0
3547601;2024;Mulheres;35 a 39;2
3547601;2024;Mulheres;40 a 44;3
3547601;2024;Mulheres;45 a 49;1
3547601;2024;Mulheres;50 a 54;6
3547601;2024;Mulheres;55 a 59;4
3547601;2024;Mulheres;60 a 64;9
3547601;2024;Mulheres;65 a 69;7
3547601;2024;Mulheres;70 a 74;16
3547601;2024;Mulheres;75 a 79;21
3547601;2024;Mulheres;80 a 84;14
3547601;2024;Mulheres;85 a 89;8
3547601;2024;Mulheres;90 e mais;16
3547601;2024;Mulheres;Idade Ignorada;0
3547650;2024;Mulheres;00 a 04;0
3547650;2024;Mulheres;05 a 09;0
3547650;2024;Mulheres;10 a 14;0
3547650;2024;Mulheres;15 a 19;0
3547650;2024;Mulheres;20 a 24;0
3547650;2024;Mulheres;25 a 29;0
3547650;2024;Mulheres;30 a 34;0
3547650;2024;Mulheres;35 a 39;0
3547650;2024;Mulheres;40 a 44;1
3547650;2024;Mulheres;45 a 49;0
3547650;2024;Mulheres;50 a 54;0
3547650;2024;Mulheres;55 a 59;0
3547650;2024;Mulheres;60 a 64;0
3547650;2024;Mulheres;65 a 69;2
3547650;2024;Mulheres;70 a 74;1
3547650;2024;Mulheres;75 a 79;0
3547650;2024;Mulheres;80 a 84;1
3547650;2024;Mulheres;85 a 89;1
3547650;2024;Mulheres;90 e mais;1
3547650;2024;Mulheres;Idade Ignorada;0
3547700;2024;Mulheres;00 a 04;1
3547700;2024;Mulheres;05 a 09;1
3547700;2024;Mulheres;10 a 14;0
3547700;2024;Mulheres;15 a 19;0
3547700;2024;Mulheres;20 a 24;0
3547700;2024;Mulheres;25 a 29;0
3547700;2024;Mulheres;30 a 34;0
3547700;2024;Mulheres;35 a 39;0
3547700;2024;Mulheres;40 a 44;2
3547700;2024;Mulheres;45 a 49;2
3547700;2024;Mulheres;50 a 54;1
3547700;2024;Mulheres;55 a 59;4
3547700;2024;Mulheres;60 a 64;3
3547700;2024;Mulheres;65 a 69;5
3547700;2024;Mulheres;70 a 74;5
3547700;2024;Mulheres;75 a 79;14
3547700;2024;Mulheres;80 a 84;12
3547700;2024;Mulheres;85 a 89;15
3547700;2024;Mulheres;90 e mais;16
3547700;2024;Mulheres;Idade Ignorada;0
3547809;2024;Mulheres;00 a 04;27
3547809;2024;Mulheres;05 a 09;4
3547809;2024;Mulheres;10 a 14;7
3547809;2024;Mulheres;15 a 19;6
3547809;2024;Mulheres;20 a 24;12
3547809;2024;Mulheres;25 a 29;22
3547809;2024;Mulheres;30 a 34;20
3547809;2024;Mulheres;35 a 39;32
3547809;2024;Mulheres;40 a 44;47
3547809;2024;Mulheres;45 a 49;62
3547809;2024;Mulheres;50 a 54;81
3547809;2024;Mulheres;55 a 59;156
3547809;2024;Mulheres;60 a 64;182
3547809;2024;Mulheres;65 a 69;267
3547809;2024;Mulheres;70 a 74;340
3547809;2024;Mulheres;75 a 79;372
3547809;2024;Mulheres;80 a 84;445
3547809;2024;Mulheres;85 a 89;495
3547809;2024;Mulheres;90 e mais;578
3547809;2024;Mulheres;Idade Ignorada;0
3547908;2024;Mulheres;00 a 04;0
3547908;2024;Mulheres;05 a 09;0
3547908;2024;Mulheres;10 a 14;0
3547908;2024;Mulheres;15 a 19;0
3547908;2024;Mulheres;20 a 24;0
3547908;2024;Mulheres;25 a 29;0
3547908;2024;Mulheres;30 a 34;0
3547908;2024;Mulheres;35 a 39;0
3547908;2024;Mulheres;40 a 44;0
3547908;2024;Mulheres;45 a 49;0
3547908;2024;Mulheres;50 a 54;2
3547908;2024;Mulheres;55 a 59;1
3547908;2024;Mulheres;60 a 64;3
3547908;2024;Mulheres;65 a 69;6
3547908;2024;Mulheres;70 a 74;0
3547908;2024;Mulheres;75 a 79;3
3547908;2024;Mulheres;80 a 84;9
3547908;2024;Mulheres;85 a 89;4
3547908;2024;Mulheres;90 e mais;0
3547908;2024;Mulheres;Idade Ignorada;0
3548005;2024;Mulheres;00 a 04;0
3548005;2024;Mulheres;05 a 09;0
3548005;2024;Mulheres;10 a 14;0
3548005;2024;Mulheres;15 a 19;0
3548005;2024;Mulheres;20 a 24;1
3548005;2024;Mulheres;25 a 29;0
3548005;2024;Mulheres;30 a 34;1
3548005;2024;Mulheres;35 a 39;0
3548005;2024;Mulheres;40 a 44;0
3548005;2024;Mulheres;45 a 49;3
3548005;2024;Mulheres;50 a 54;5
3548005;2024;Mulheres;55 a 59;4
3548005;2024;Mulheres;60 a 64;4
3548005;2024;Mulheres;65 a 69;2
3548005;2024;Mulheres;70 a 74;9
3548005;2024;Mulheres;75 a 79;6
3548005;2024;Mulheres;80 a 84;7
3548005;2024;Mulheres;85 a 89;8
3548005;2024;Mulheres;90 e mais;5
3548005;2024;Mulheres;Idade Ignorada;0
3548054;2024;Mulheres;00 a 04;0
3548054;2024;Mulheres;05 a 09;0
3548054;2024;Mulheres;10 a 14;0
3548054;2024;Mulheres;15 a 19;0
3548054;2024;Mulheres;20 a 24;0
3548054;2024;Mulheres;25 a 29;0
3548054;2024;Mulheres;30 a 34;0
3548054;2024;Mulheres;35 a 39;0
3548054;2024;Mulheres;40 a 44;0
3548054;2024;Mulheres;45 a 49;2
3548054;2024;Mulheres;50 a 54;2
3548054;2024;Mulheres;55 a 59;3
3548054;2024;Mulheres;60 a 64;3
3548054;2024;Mulheres;65 a 69;0
3548054;2024;Mulheres;70 a 74;4
3548054;2024;Mulheres;75 a 79;2
3548054;2024;Mulheres;80 a 84;2
3548054;2024;Mulheres;85 a 89;1
3548054;2024;Mulheres;90 e mais;3
3548054;2024;Mulheres;Idade Ignorada;0
3548104;2024;Mulheres;00 a 04;0
3548104;2024;Mulheres;05 a 09;0
3548104;2024;Mulheres;10 a 14;0
3548104;2024;Mulheres;15 a 19;1
3548104;2024;Mulheres;20 a 24;0
3548104;2024;Mulheres;25 a 29;0
3548104;2024;Mulheres;30 a 34;0
3548104;2024;Mulheres;35 a 39;0
3548104;2024;Mulheres;40 a 44;0
3548104;2024;Mulheres;45 a 49;0
3548104;2024;Mulheres;50 a 54;2
3548104;2024;Mulheres;55 a 59;2
3548104;2024;Mulheres;60 a 64;2
3548104;2024;Mulheres;65 a 69;4
3548104;2024;Mulheres;70 a 74;3
3548104;2024;Mulheres;75 a 79;5
3548104;2024;Mulheres;80 a 84;5
3548104;2024;Mulheres;85 a 89;4
3548104;2024;Mulheres;90 e mais;6
3548104;2024;Mulheres;Idade Ignorada;0
3548203;2024;Mulheres;00 a 04;1
3548203;2024;Mulheres;05 a 09;0
3548203;2024;Mulheres;10 a 14;0
3548203;2024;Mulheres;15 a 19;0
3548203;2024;Mulheres;20 a 24;0
3548203;2024;Mulheres;25 a 29;0
3548203;2024;Mulheres;30 a 34;0
3548203;2024;Mulheres;35 a 39;0
3548203;2024;Mulheres;40 a 44;1
3548203;2024;Mulheres;45 a 49;0
3548203;2024;Mulheres;50 a 54;2
3548203;2024;Mulheres;55 a 59;1
3548203;2024;Mulheres;60 a 64;3
3548203;2024;Mulheres;65 a 69;2
3548203;2024;Mulheres;70 a 74;3
3548203;2024;Mulheres;75 a 79;5
3548203;2024;Mulheres;80 a 84;3
3548203;2024;Mulheres;85 a 89;8
3548203;2024;Mulheres;90 e mais;5
3548203;2024;Mulheres;Idade Ignorada;0
3548302;2024;Mulheres;00 a 04;0
3548302;2024;Mulheres;05 a 09;0
3548302;2024;Mulheres;10 a 14;0
3548302;2024;Mulheres;15 a 19;0
3548302;2024;Mulheres;20 a 24;0
3548302;2024;Mulheres;25 a 29;0
3548302;2024;Mulheres;30 a 34;0
3548302;2024;Mulheres;35 a 39;0
3548302;2024;Mulheres;40 a 44;1
3548302;2024;Mulheres;45 a 49;0
3548302;2024;Mulheres;50 a 54;1
3548302;2024;Mulheres;55 a 59;0
3548302;2024;Mulheres;60 a 64;1
3548302;2024;Mulheres;65 a 69;0
3548302;2024;Mulheres;70 a 74;0
3548302;2024;Mulheres;75 a 79;0
3548302;2024;Mulheres;80 a 84;4
3548302;2024;Mulheres;85 a 89;0
3548302;2024;Mulheres;90 e mais;0
3548302;2024;Mulheres;Idade Ignorada;0
3548500;2024;Mulheres;00 a 04;25
3548500;2024;Mulheres;05 a 09;6
3548500;2024;Mulheres;10 a 14;2
3548500;2024;Mulheres;15 a 19;2
3548500;2024;Mulheres;20 a 24;6
3548500;2024;Mulheres;25 a 29;6
3548500;2024;Mulheres;30 a 34;5
3548500;2024;Mulheres;35 a 39;19
3548500;2024;Mulheres;40 a 44;24
3548500;2024;Mulheres;45 a 49;43
3548500;2024;Mulheres;50 a 54;55
3548500;2024;Mulheres;55 a 59;85
3548500;2024;Mulheres;60 a 64;142
3548500;2024;Mulheres;65 a 69;191
3548500;2024;Mulheres;70 a 74;244
3548500;2024;Mulheres;75 a 79;292
3548500;2024;Mulheres;80 a 84;371
3548500;2024;Mulheres;85 a 89;379
3548500;2024;Mulheres;90 e mais;588
3548500;2024;Mulheres;Idade Ignorada;0
3548708;2024;Mulheres;00 a 04;41
3548708;2024;Mulheres;05 a 09;1
3548708;2024;Mulheres;10 a 14;5
3548708;2024;Mulheres;15 a 19;7
3548708;2024;Mulheres;20 a 24;4
3548708;2024;Mulheres;25 a 29;12
3548708;2024;Mulheres;30 a 34;17
3548708;2024;Mulheres;35 a 39;37
3548708;2024;Mulheres;40 a 44;68
3548708;2024;Mulheres;45 a 49;80
3548708;2024;Mulheres;50 a 54;91
3548708;2024;Mulheres;55 a 59;144
3548708;2024;Mulheres;60 a 64;173
3548708;2024;Mulheres;65 a 69;235
3548708;2024;Mulheres;70 a 74;287
3548708;2024;Mulheres;75 a 79;335
3548708;2024;Mulheres;80 a 84;337
3548708;2024;Mulheres;85 a 89;341
3548708;2024;Mulheres;90 e mais;348
3548708;2024;Mulheres;Idade Ignorada;1
3548807;2024;Mulheres;00 a 04;5
3548807;2024;Mulheres;05 a 09;1
3548807;2024;Mulheres;10 a 14;1
3548807;2024;Mulheres;15 a 19;1
3548807;2024;Mulheres;20 a 24;0
3548807;2024;Mulheres;25 a 29;2
3548807;2024;Mulheres;30 a 34;4
3548807;2024;Mulheres;35 a 39;4
3548807;2024;Mulheres;40 a 44;5
3548807;2024;Mulheres;45 a 49;18
3548807;2024;Mulheres;50 a 54;17
3548807;2024;Mulheres;55 a 59;26
3548807;2024;Mulheres;60 a 64;32
3548807;2024;Mulheres;65 a 69;70
3548807;2024;Mulheres;70 a 74;86
3548807;2024;Mulheres;75 a 79;117
3548807;2024;Mulheres;80 a 84;143
3548807;2024;Mulheres;85 a 89;150
3548807;2024;Mulheres;90 e mais;218
3548807;2024;Mulheres;Idade Ignorada;0
3548906;2024;Mulheres;00 a 04;14
3548906;2024;Mulheres;05 a 09;2
3548906;2024;Mulheres;10 a 14;0
3548906;2024;Mulheres;15 a 19;0
3548906;2024;Mulheres;20 a 24;2
3548906;2024;Mulheres;25 a 29;7
3548906;2024;Mulheres;30 a 34;6
3548906;2024;Mulheres;35 a 39;9
3548906;2024;Mulheres;40 a 44;17
3548906;2024;Mulheres;45 a 49;14
3548906;2024;Mulheres;50 a 54;28
3548906;2024;Mulheres;55 a 59;49
3548906;2024;Mulheres;60 a 64;57
3548906;2024;Mulheres;65 a 69;86
3548906;2024;Mulheres;70 a 74;85
3548906;2024;Mulheres;75 a 79;109
3548906;2024;Mulheres;80 a 84;119
3548906;2024;Mulheres;85 a 89;125
3548906;2024;Mulheres;90 e mais;164
3548906;2024;Mulheres;Idade Ignorada;0
3549003;2024;Mulheres;00 a 04;0
3549003;2024;Mulheres;05 a 09;0
3549003;2024;Mulheres;10 a 14;0
3549003;2024;Mulheres;15 a 19;0
3549003;2024;Mulheres;20 a 24;0
3549003;2024;Mulheres;25 a 29;1
3549003;2024;Mulheres;30 a 34;0
3549003;2024;Mulheres;35 a 39;0
3549003;2024;Mulheres;40 a 44;0
3549003;2024;Mulheres;45 a 49;0
3549003;2024;Mulheres;50 a 54;1
3549003;2024;Mulheres;55 a 59;0
3549003;2024;Mulheres;60 a 64;1
3549003;2024;Mulheres;65 a 69;0
3549003;2024;Mulheres;70 a 74;2
3549003;2024;Mulheres;75 a 79;2
3549003;2024;Mulheres;80 a 84;4
3549003;2024;Mulheres;85 a 89;5
3549003;2024;Mulheres;90 e mais;0
3549003;2024;Mulheres;Idade Ignorada;0
3549201;2024;Mulheres;00 a 04;1
3549201;2024;Mulheres;05 a 09;0
3549201;2024;Mulheres;10 a 14;0
3549201;2024;Mulheres;15 a 19;0
3549201;2024;Mulheres;20 a 24;0
3549201;2024;Mulheres;25 a 29;0
3549201;2024;Mulheres;30 a 34;0
3549201;2024;Mulheres;35 a 39;0
3549201;2024;Mulheres;40 a 44;0
3549201;2024;Mulheres;45 a 49;0
3549201;2024;Mulheres;50 a 54;0
3549201;2024;Mulheres;55 a 59;0
3549201;2024;Mulheres;60 a 64;3
3549201;2024;Mulheres;65 a 69;2
3549201;2024;Mulheres;70 a 74;2
3549201;2024;Mulheres;75 a 79;3
3549201;2024;Mulheres;80 a 84;3
3549201;2024;Mulheres;85 a 89;0
3549201;2024;Mulheres;90 e mais;0
3549201;2024;Mulheres;Idade Ignorada;0
3549409;2024;Mulheres;00 a 04;3
3549409;2024;Mulheres;05 a 09;0
3549409;2024;Mulheres;10 a 14;1
3549409;2024;Mulheres;15 a 19;1
3549409;2024;Mulheres;20 a 24;0
3549409;2024;Mulheres;25 a 29;1
3549409;2024;Mulheres;30 a 34;1
3549409;2024;Mulheres;35 a 39;1
3549409;2024;Mulheres;40 a 44;6
3549409;2024;Mulheres;45 a 49;4
3549409;2024;Mulheres;50 a 54;3
3549409;2024;Mulheres;55 a 59;9
3549409;2024;Mulheres;60 a 64;16
3549409;2024;Mulheres;65 a 69;17
3549409;2024;Mulheres;70 a 74;28
3549409;2024;Mulheres;75 a 79;20
3549409;2024;Mulheres;80 a 84;24
3549409;2024;Mulheres;85 a 89;31
3549409;2024;Mulheres;90 e mais;29
3549409;2024;Mulheres;Idade Ignorada;0
3549508;2024;Mulheres;00 a 04;0
3549508;2024;Mulheres;05 a 09;0
3549508;2024;Mulheres;10 a 14;0
3549508;2024;Mulheres;15 a 19;0
3549508;2024;Mulheres;20 a 24;0
3549508;2024;Mulheres;25 a 29;0
3549508;2024;Mulheres;30 a 34;0
3549508;2024;Mulheres;35 a 39;0
3549508;2024;Mulheres;40 a 44;0
3549508;2024;Mulheres;45 a 49;1
3549508;2024;Mulheres;50 a 54;1
3549508;2024;Mulheres;55 a 59;2
3549508;2024;Mulheres;60 a 64;1
3549508;2024;Mulheres;65 a 69;2
3549508;2024;Mulheres;70 a 74;2
3549508;2024;Mulheres;75 a 79;1
3549508;2024;Mulheres;80 a 84;4
3549508;2024;Mulheres;85 a 89;2
3549508;2024;Mulheres;90 e mais;2
3549508;2024;Mulheres;Idade Ignorada;0
3549607;2024;Mulheres;00 a 04;1
3549607;2024;Mulheres;05 a 09;0
3549607;2024;Mulheres;10 a 14;1
3549607;2024;Mulheres;15 a 19;0
3549607;2024;Mulheres;20 a 24;0
3549607;2024;Mulheres;25 a 29;0
3549607;2024;Mulheres;30 a 34;0
3549607;2024;Mulheres;35 a 39;0
3549607;2024;Mulheres;40 a 44;1
3549607;2024;Mulheres;45 a 49;0
3549607;2024;Mulheres;50 a 54;1
3549607;2024;Mulheres;55 a 59;0
3549607;2024;Mulheres;60 a 64;0
3549607;2024;Mulheres;65 a 69;1
3549607;2024;Mulheres;70 a 74;3
3549607;2024;Mulheres;75 a 79;1
3549607;2024;Mulheres;80 a 84;2
3549607;2024;Mulheres;85 a 89;4
3549607;2024;Mulheres;90 e mais;1
3549607;2024;Mulheres;Idade Ignorada;0
3549805;2024;Mulheres;00 a 04;22
3549805;2024;Mulheres;05 a 09;7
3549805;2024;Mulheres;10 a 14;1
3549805;2024;Mulheres;15 a 19;3
3549805;2024;Mulheres;20 a 24;8
3549805;2024;Mulheres;25 a 29;10
3549805;2024;Mulheres;30 a 34;9
3549805;2024;Mulheres;35 a 39;24
3549805;2024;Mulheres;40 a 44;33
3549805;2024;Mulheres;45 a 49;45
3549805;2024;Mulheres;50 a 54;56
3549805;2024;Mulheres;55 a 59;69
3549805;2024;Mulheres;60 a 64;115
3549805;2024;Mulheres;65 a 69;141
3549805;2024;Mulheres;70 a 74;197
3549805;2024;Mulheres;75 a 79;229
3549805;2024;Mulheres;80 a 84;251
3549805;2024;Mulheres;85 a 89;295
3549805;2024;Mulheres;90 e mais;300
3549805;2024;Mulheres;Idade Ignorada;0
3549904;2024;Mulheres;00 a 04;35
3549904;2024;Mulheres;05 a 09;3
3549904;2024;Mulheres;10 a 14;1
3549904;2024;Mulheres;15 a 19;7
3549904;2024;Mulheres;20 a 24;14
3549904;2024;Mulheres;25 a 29;14
3549904;2024;Mulheres;30 a 34;21
3549904;2024;Mulheres;35 a 39;36
3549904;2024;Mulheres;40 a 44;41
3549904;2024;Mulheres;45 a 49;54
3549904;2024;Mulheres;50 a 54;90
3549904;2024;Mulheres;55 a 59;98
3549904;2024;Mulheres;60 a 64;141
3549904;2024;Mulheres;65 a 69;208
3549904;2024;Mulheres;70 a 74;252
3549904;2024;Mulheres;75 a 79;301
3549904;2024;Mulheres;80 a 84;270
3549904;2024;Mulheres;85 a 89;323
3549904;2024;Mulheres;90 e mais;376
3549904;2024;Mulheres;Idade Ignorada;0
3549953;2024;Mulheres;00 a 04;1
3549953;2024;Mulheres;05 a 09;1
3549953;2024;Mulheres;10 a 14;0
3549953;2024;Mulheres;15 a 19;2
3549953;2024;Mulheres;20 a 24;0
3549953;2024;Mulheres;25 a 29;1
3549953;2024;Mulheres;30 a 34;1
3549953;2024;Mulheres;35 a 39;1
3549953;2024;Mulheres;40 a 44;1
3549953;2024;Mulheres;45 a 49;3
3549953;2024;Mulheres;50 a 54;0
3549953;2024;Mulheres;55 a 59;4
3549953;2024;Mulheres;60 a 64;2
3549953;2024;Mulheres;65 a 69;2
3549953;2024;Mulheres;70 a 74;8
3549953;2024;Mulheres;75 a 79;5
3549953;2024;Mulheres;80 a 84;4
3549953;2024;Mulheres;85 a 89;6
3549953;2024;Mulheres;90 e mais;11
3549953;2024;Mulheres;Idade Ignorada;0
3550001;2024;Mulheres;00 a 04;2
3550001;2024;Mulheres;05 a 09;0
3550001;2024;Mulheres;10 a 14;0
3550001;2024;Mulheres;15 a 19;0
3550001;2024;Mulheres;20 a 24;0
3550001;2024;Mulheres;25 a 29;0
3550001;2024;Mulheres;30 a 34;0
3550001;2024;Mulheres;35 a 39;2
3550001;2024;Mulheres;40 a 44;2
3550001;2024;Mulheres;45 a 49;1
3550001;2024;Mulheres;50 a 54;2
3550001;2024;Mulheres;55 a 59;5
3550001;2024;Mulheres;60 a 64;7
3550001;2024;Mulheres;65 a 69;2
3550001;2024;Mulheres;70 a 74;3
3550001;2024;Mulheres;75 a 79;7
3550001;2024;Mulheres;80 a 84;11
3550001;2024;Mulheres;85 a 89;8
3550001;2024;Mulheres;90 e mais;4
3550001;2024;Mulheres;Idade Ignorada;0
3550100;2024;Mulheres;00 a 04;4
3550100;2024;Mulheres;05 a 09;1
3550100;2024;Mulheres;10 a 14;1
3550100;2024;Mulheres;15 a 19;0
3550100;2024;Mulheres;20 a 24;2
3550100;2024;Mulheres;25 a 29;0
3550100;2024;Mulheres;30 a 34;0
3550100;2024;Mulheres;35 a 39;2
3550100;2024;Mulheres;40 a 44;3
3550100;2024;Mulheres;45 a 49;3
3550100;2024;Mulheres;50 a 54;6
3550100;2024;Mulheres;55 a 59;10
3550100;2024;Mulheres;60 a 64;12
3550100;2024;Mulheres;65 a 69;10
3550100;2024;Mulheres;70 a 74;27
3550100;2024;Mulheres;75 a 79;23
3550100;2024;Mulheres;80 a 84;25
3550100;2024;Mulheres;85 a 89;21
3550100;2024;Mulheres;90 e mais;21
3550100;2024;Mulheres;Idade Ignorada;0
3550209;2024;Mulheres;00 a 04;0
3550209;2024;Mulheres;05 a 09;0
3550209;2024;Mulheres;10 a 14;0
3550209;2024;Mulheres;15 a 19;0
3550209;2024;Mulheres;20 a 24;1
3550209;2024;Mulheres;25 a 29;0
3550209;2024;Mulheres;30 a 34;3
3550209;2024;Mulheres;35 a 39;2
3550209;2024;Mulheres;40 a 44;1
3550209;2024;Mulheres;45 a 49;5
3550209;2024;Mulheres;50 a 54;6
3550209;2024;Mulheres;55 a 59;8
3550209;2024;Mulheres;60 a 64;10
3550209;2024;Mulheres;65 a 69;13
3550209;2024;Mulheres;70 a 74;11
3550209;2024;Mulheres;75 a 79;22
3550209;2024;Mulheres;80 a 84;14
3550209;2024;Mulheres;85 a 89;14
3550209;2024;Mulheres;90 e mais;12
3550209;2024;Mulheres;Idade Ignorada;0
3550308;2024;Mulheres;00 a 04;701
3550308;2024;Mulheres;05 a 09;83
3550308;2024;Mulheres;10 a 14;70
3550308;2024;Mulheres;15 a 19;162
3550308;2024;Mulheres;20 a 24;251
3550308;2024;Mulheres;25 a 29;298
3550308;2024;Mulheres;30 a 34;359
3550308;2024;Mulheres;35 a 39;589
3550308;2024;Mulheres;40 a 44;839
3550308;2024;Mulheres;45 a 49;1094
3550308;2024;Mulheres;50 a 54;1384
3550308;2024;Mulheres;55 a 59;1914
3550308;2024;Mulheres;60 a 64;2806
3550308;2024;Mulheres;65 a 69;3618
3550308;2024;Mulheres;70 a 74;4324
3550308;2024;Mulheres;75 a 79;5073
3550308;2024;Mulheres;80 a 84;5455
3550308;2024;Mulheres;85 a 89;5895
3550308;2024;Mulheres;90 e mais;8055
3550308;2024;Mulheres;Idade Ignorada;0
3550407;2024;Mulheres;00 a 04;2
3550407;2024;Mulheres;05 a 09;0
3550407;2024;Mulheres;10 a 14;0
3550407;2024;Mulheres;15 a 19;0
3550407;2024;Mulheres;20 a 24;2
3550407;2024;Mulheres;25 a 29;1
3550407;2024;Mulheres;30 a 34;1
3550407;2024;Mulheres;35 a 39;1
3550407;2024;Mulheres;40 a 44;5
3550407;2024;Mulheres;45 a 49;9
3550407;2024;Mulheres;50 a 54;11
3550407;2024;Mulheres;55 a 59;9
3550407;2024;Mulheres;60 a 64;7
3550407;2024;Mulheres;65 a 69;10
3550407;2024;Mulheres;70 a 74;19
3550407;2024;Mulheres;75 a 79;23
3550407;2024;Mulheres;80 a 84;19
3550407;2024;Mulheres;85 a 89;15
3550407;2024;Mulheres;90 e mais;24
3550407;2024;Mulheres;Idade Ignorada;0
3550506;2024;Mulheres;00 a 04;0
3550506;2024;Mulheres;05 a 09;0
3550506;2024;Mulheres;10 a 14;0
3550506;2024;Mulheres;15 a 19;1
3550506;2024;Mulheres;20 a 24;1
3550506;2024;Mulheres;25 a 29;1
